Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
769,3.0,0.2303,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",NED path error while running Veins/Omnet++ simulations on Ubuntu Server
770,4.0,0.2715,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Analysing and Plotting OMNET++ results
771,0.0,0.125,"packet, message, send, node, receive, application, multiple, datum, specific, server",Import data to OMNET++
772,6.0,0.3624,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Omnet++ double variable error
773,7.0,0.3523,"implement, find, add, function, route, code, class, type, program, call","Network setup and class ""Veins::ObstacleControl"" not found"
774,6.0,0.2344,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Debugging using GDB
775,5.0,0.2344,"omnet, inet, make, project, build, link, error, library, fail, command",How to make clone of DSR protocol in ns 2.35?
776,4.0,0.3321,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Run time error in Castalia
777,3.0,0.1986,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How to analyse path-loss in omnet++ for veins example?
778,0.0,0.2839,"packet, message, send, node, receive, application, multiple, datum, specific, server",Veins(Omnet++) WAVE packet priority mapping to EDCA(Enhanced Distributed Channel Access)
779,0.0,0.2875,"packet, message, send, node, receive, application, multiple, datum, specific, server",Multiple Packet Transmission
780,6.0,0.2614,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",veins: Attempted to read past end of byte buffer error
781,3.0,0.233,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Omnet 3D Integration
782,1.0,0.3194,"file, set, parameter, number, module, trace, generate, script, random, position",Tcp Variants Comparison in NS3
783,1.0,0.2083,"file, set, parameter, number, module, trace, generate, script, random, position","On Veins, how to get some values from ini file?"
784,1.0,0.3523,"file, set, parameter, number, module, trace, generate, script, random, position",how to set data rate in case of tcp using ns2?
785,0.0,0.1927,"packet, message, send, node, receive, application, multiple, datum, specific, server",Omnet++ - MQTT Analysis
786,3.0,0.4519,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How insert the vehicles/nodes in the scenario by *.car[*].appl.numVehicles at the timestamp zero?
787,3.0,0.2097,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Converting Veins Coordinates to GPS
788,7.0,0.2614,"implement, find, add, function, route, code, class, type, program, call",Is it possible to implement anycast with IPv4 in Omnet++?
789,0.0,0.3237,"packet, message, send, node, receive, application, multiple, datum, specific, server",Send message directly using the Index of Node in Omnet++
790,4.0,0.2303,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Running simulation in omnet++ with standalone file
791,0.0,0.2083,"packet, message, send, node, receive, application, multiple, datum, specific, server",Using WFQ scheduling on ns2
792,1.0,0.2724,"file, set, parameter, number, module, trace, generate, script, random, position",Omnet++: Set total message length to be transferred from one node to another
793,5.0,0.2207,"omnet, inet, make, project, build, link, error, library, fail, command","Error on omnet++, INET, SIMUlte"
794,5.0,0.2875,"omnet, inet, make, project, build, link, error, library, fail, command",Veins - INET compatibility
795,6.0,0.2875,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Error occured during the simulation of videosensor node in omnet++
796,0.0,0.2614,"packet, message, send, node, receive, application, multiple, datum, specific, server",OMNeT++ send routing table in packet
797,5.0,0.2614,"omnet, inet, make, project, build, link, error, library, fail, command",How to check forwarded Packets in UDPBasicApp in Omnet
798,4.0,0.2412,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",How to get current simulation time in omnet++?
799,1.0,0.1875,"file, set, parameter, number, module, trace, generate, script, random, position",Implementing OpenFlow enabled Wifi network in NS-3
800,0.0,0.3194,"packet, message, send, node, receive, application, multiple, datum, specific, server","ns-3 802.11e EDCA TXOP, Specific Mac Layer"
801,3.0,0.3066,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Using a subset of a SUMO scenario for OMNeT++ network simulation (with VEINS)
802,2.0,0.2454,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Omnet++: Error in module (cModule) SN (id=1) during network setup
803,6.0,0.2083,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Malicious node in ns2
804,4.0,0.2431,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",how to run omnet on multicore cpu with different workspaces?
805,2.0,0.325,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",How can i solve error while creating a simple underwater sensor network in AquaSim (ns2)?
806,7.0,0.4062,"implement, find, add, function, route, code, class, type, program, call",How to add a variable of a method of a class in aonther program in python?
807,1.0,0.3414,"file, set, parameter, number, module, trace, generate, script, random, position",executing NS package in a bash file through Java
808,7.0,0.3875,"implement, find, add, function, route, code, class, type, program, call",External program call through java
809,6.0,0.2488,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",writing the vector map to a file in Omnetpp
810,5.0,0.2118,"omnet, inet, make, project, build, link, error, library, fail, command",How to code parallel tasks using INET/OMNET?
811,4.0,0.3523,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",Parallel simulations using NS3 and std::thread
812,0.0,0.3917,"packet, message, send, node, receive, application, multiple, datum, specific, server","Send the structure along with message, accumulate the message and resend to neighbour in Veins"
813,0.0,0.325,"packet, message, send, node, receive, application, multiple, datum, specific, server",Changing WSM(WAVE Short Message) packet size in Veins
814,7.0,0.2513,"implement, find, add, function, route, code, class, type, program, call","Class ""simpleModule"" not found in omnetpp"
815,1.0,0.1875,"file, set, parameter, number, module, trace, generate, script, random, position",The network animator malfunctioning
816,1.0,0.2553,"file, set, parameter, number, module, trace, generate, script, random, position",Getting total number of objects during simulation OMNET++/VEINS
817,7.0,0.3321,"implement, find, add, function, route, code, class, type, program, call",How to specify zero stack size for using handleMessage in omnet?
818,4.0,0.2653,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",how to turn-off histogram-recording in omnetpp
819,3.0,0.2764,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",why cQueue insert is not working in omnet?
820,6.0,0.2715,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Artery installation with Veins OMNeT++
821,0.0,0.2614,"packet, message, send, node, receive, application, multiple, datum, specific, server","Omnet++, How can I get list of all scheduled events of a module?"
822,3.0,0.2208,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",std::map find not working in C++
823,2.0,0.2344,"node, network, create, wireless, simulator, simulate, omnet, model, connect, sensor",Lemon graph from Omnet++ network
824,0.0,0.2431,"packet, message, send, node, receive, application, multiple, datum, specific, server",Unicast Communication in Veins
825,5.0,0.2875,"omnet, inet, make, project, build, link, error, library, fail, command",How to access position of a mobile node in inet framework?
826,0.0,0.2614,"packet, message, send, node, receive, application, multiple, datum, specific, server",send function as a message in omnet
827,3.0,0.2951,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",How to access TraCI command interface from TraCIDemoRSU11p in Veins Car2X simulator?
828,6.0,0.1788,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",Debugging runtime differences from the same code base
829,6.0,0.2344,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",How to use nvcc as compiler in ns3
830,4.0,0.2614,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",What is the proper way to calculate latency in omnet++?
831,1.0,0.1875,"file, set, parameter, number, module, trace, generate, script, random, position",how to set the transmission range of a node under Veins 2.0?
832,3.0,0.3194,"vein, omnet, vehicle, sumo, change, rsu, car, scenario, simulation, speed",Keeping the same vehicles in the map
833,5.0,0.221,"omnet, inet, make, project, build, link, error, library, fail, command",Implementing different stages in Veins Omnet++
834,6.0,0.2875,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",ns modification and compiling error
835,7.0,0.196,"implement, find, add, function, route, code, class, type, program, call",Module is not inside a Node (Node must be marked by property in ned module)
836,5.0,0.2344,"omnet, inet, make, project, build, link, error, library, fail, command",How to use matrix library in omnet
837,0.0,0.375,"packet, message, send, node, receive, application, multiple, datum, specific, server",addByteLength() not adding bytes to send message in omnet++
838,6.0,0.2097,"error, omnet, omnetpp, variable, installation, window, unable, read, problem, ubuntu",omnet++ crashes while creatng objects
839,4.0,0.2948,"simulation, run, time, calculate, work, delay, distance, end, throughput, result",getTransmissionChannel() is crashing omnet++ simulation
